municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Paracuellos de Jarama                       ;2020/04/25 07:00:00;;15,83;67;265,15;1049  
El Vellón                                   ;2020/04/25 07:00:00;;0;12;612,87;1684  
Lozoya                                      ;2020/04/25 07:00:00;;0;;172,12;0761  
Collado Villalba                            ;2020/04/25 07:00:00;139;218,28;428;672,12;0474  
Colmenarejo                                 ;2020/04/25 07:00:00;17;186,2;41;449,07;0442  
Villavieja del Lozoya                       ;2020/04/25 07:00:00;;0;;0;1821  
Prádena del Rincón                          ;2020/04/25 07:00:00;;0;;0;1179  
La Cabrera                                  ;2020/04/25 07:00:00;;37,5;11;412,45;0301  
Sevilla la Nueva                            ;2020/04/25 07:00:00;38;407,81;79;847,82;1415  
La Acebeda                                  ;2020/04/25 07:00:00;;0;;0;0014  
Redueña                                     ;2020/04/25 07:00:00;;384,62;;769,23;1219  
Robledillo de la Jara                       ;2020/04/25 07:00:00;;0;;1250;1245  
La Serna del Monte                          ;2020/04/25 07:00:00;;0;;0;1381  
Colmenar de Oreja                           ;2020/04/25 07:00:00;;62,25;25;311,25;0437  
Rozas de Puerto Real                        ;2020/04/25 07:00:00;;377,36;;566,04;1283  
Valdemanco                                  ;2020/04/25 07:00:00;;0;;109,41;1586  
Brunete                                     ;2020/04/25 07:00:00;18;167,66;72;670,64;0262  
Titulcia                                    ;2020/04/25 07:00:00;;76,16;7;533,13;1473  
Villa del Prado                             ;2020/04/25 07:00:00;29;444,79;106;1625,77;1718  
Lozoyuela-Navas-Sieteiglesias               ;2020/04/25 07:00:00;;0;;230,95;9015  
Quijorna                                    ;2020/04/25 07:00:00;9;261,7;21;610,64;1198  
Valdemoro                                   ;2020/04/25 07:00:00;58;76,33;637;838,35;1610  
Tres Cantos                                 ;2020/04/25 07:00:00;54;113,16;316;662,17;9036  
Torrelaguna                                 ;2020/04/25 07:00:00;;42,02;17;357,14;1512  
Rivas-Vaciamadrid                           ;2020/04/25 07:00:00;52;58,99;520;589,9;1230  
El Atazar                                   ;2020/04/25 07:00:00;;0;;0;0164  
Pedrezuela                                  ;2020/04/25 07:00:00;6;101,83;21;356,42;1087  
Santa María de la Alameda                   ;2020/04/25 07:00:00;;239,23;;318,98;1356  
Horcajuelo de la Sierra                     ;2020/04/25 07:00:00;;0;;0;0719  
Arroyomolinos                               ;2020/04/25 07:00:00;19;60,52;149;474,58;0151  
Moralzarzal                                 ;2020/04/25 07:00:00;8;61,42;64;491,33;0908  
Canencia                                    ;2020/04/25 07:00:00;;223,71;;447,43;0344  
Villarejo de Salvanés                       ;2020/04/25 07:00:00;;13,63;34;463,53;1809  
Serranillos del Valle                       ;2020/04/25 07:00:00;;96,04;28;672,27;1408  
Villaviciosa de Odón                        ;2020/04/25 07:00:00;21;75,44;178;639,48;1816  
Camarma de Esteruelas                       ;2020/04/25 07:00:00;6;81,79;41;558,89;0323  
Robledo de Chavela                          ;2020/04/25 07:00:00;10;234,19;22;515,22;1258  
Patones                                     ;2020/04/25 07:00:00;;369,69;6;1109,06;1071  
Navalagamella                               ;2020/04/25 07:00:00;;38,31;6;229,89;0954  
Rascafría                                   ;2020/04/25 07:00:00;;60,1;;300,48;1202  
El Boalo                                    ;2020/04/25 07:00:00;11;146,51;37;492,81;0231  
Majadahonda                                 ;2020/04/25 07:00:00;115;160,11;487;678,03;0800  
Batres                                      ;2020/04/25 07:00:00;;0;8;475,06;0170  
Alcobendas                                  ;2020/04/25 07:00:00;118;100,82;672;574,16;0066  
Alcalá de Henares                           ;2020/04/25 07:00:00;147;75,13;2218;1133,66;0053  
Colmenar Viejo                              ;2020/04/25 07:00:00;74;145,81;337;664,01;0455  
San Fernando de Henares                     ;2020/04/25 07:00:00;59;149,62;365;925,64;1300  
Villalbilla                                 ;2020/04/25 07:00:00;;36,03;87;626,89;1723  
El Escorial                                 ;2020/04/25 07:00:00;45;278,43;90;556,86;0549  
Colmenar del Arroyo                         ;2020/04/25 07:00:00;;115,94;6;347,83;0421  
Torrejón de Ardoz                           ;2020/04/25 07:00:00;75;57,09;914;695,71;1489  
Piñuécar-Gandullas                          ;2020/04/25 07:00:00;;0;;0;1147  
Brea de Tajo                                ;2020/04/25 07:00:00;;190,84;;954,2;0259  
El Molar                                    ;2020/04/25 07:00:00;9;100,69;34;380,4;0869  
Belmonte de Tajo                            ;2020/04/25 07:00:00;;120,19;;300,48;0199  
Torres de la Alameda                        ;2020/04/25 07:00:00;12;154,26;72;925,57;1548  
Somosierra                                  ;2020/04/25 07:00:00;;0;;1162,79;1436  
Alpedrete                                   ;2020/04/25 07:00:00;24;164,67;103;706,69;0105  
Orusco de Tajuña                            ;2020/04/25 07:00:00;;80,39;17;1366,56;1028  
La Hiruela                                  ;2020/04/25 07:00:00;;0;;1754,39;0698  
Cervera de Buitrago                         ;2020/04/25 07:00:00;;666,67;;2000;0395  
Getafe                                      ;2020/04/25 07:00:00;195;106,34;1125;613,5;0650  
Ribatejada                                  ;2020/04/25 07:00:00;;0;;127,71;1224  
Villaconejos                                ;2020/04/25 07:00:00;;0;8;236,13;1701  
Valdetorres de Jarama                       ;2020/04/25 07:00:00;;88,95;16;355,79;1646  
Madrid-Retiro                               ;2020/04/24 07:00:00;149;124,88;1274;1067,74;079603
Madrid-Salamanca                            ;2020/04/24 07:00:00;225;154;1451;993,13;079604
Madrid-Centro                               ;2020/04/24 07:00:00;235;174,27;1048;777,17;079601
Madrid-Arganzuela                           ;2020/04/24 07:00:00;240;156,04;1430;929,76;079602
Madrid-Chamartín                            ;2020/04/24 07:00:00;225;154,27;1426;977,72;079605
Madrid-Tetuán                               ;2020/04/24 07:00:00;322;203,77;1941;1228,3;079606
Madrid-Chamberí                             ;2020/04/24 07:00:00;273;195,87;1369;982,21;079607
Madrid-Fuencarral-El Pardo                  ;2020/04/24 07:00:00;384;156,14;2656;1079,94;079608
Madrid-Moncloa-Aravaca                      ;2020/04/24 07:00:00;261;218,56;1153;965,51;079609
Madrid-Latina                               ;2020/04/24 07:00:00;431;180,93;2453;1029,73;079610
Madrid-Carabanchel                          ;2020/04/24 07:00:00;391;154,49;2374;937,97;079611
Madrid-Usera                                ;2020/04/24 07:00:00;186;133,1;1278;914,55;079612
Madrid-Puente de Vallecas                   ;2020/04/24 07:00:00;333;141,79;2753;1172,2;079613
Madrid-San Blas - Canillejas                ;2020/04/24 07:00:00;206;130,26;1325;837,85;079620
Madrid-Barajas                              ;2020/04/24 07:00:00;51;104,2;398;813,16;079621
Madrid-Moratalaz                            ;2020/04/24 07:00:00;177;187,16;1216;1285,82;079614
Madrid-Ciudad Lineal                        ;2020/04/24 07:00:00;325;150,27;1996;922,86;079615
Madrid-Hortaleza                            ;2020/04/24 07:00:00;239;127;1593;846,5;079616
Madrid-Villaverde                           ;2020/04/24 07:00:00;204;136,96;1294;868,77;079617
Madrid-Villa de Vallecas                    ;2020/04/24 07:00:00;103;93,33;1120;1014,81;079618
Madrid-Vicálvaro                            ;2020/04/24 07:00:00;73;101,26;726;1007,06;079619
Pozuelo de Alarcón                          ;2020/04/24 07:00:00;180;208,28;672;777,58;1150  
Alcorcón                                    ;2020/04/24 07:00:00;245;143,68;1589;931,89;0072  
Navalcarnero                                ;2020/04/24 07:00:00;22;75,09;142;484,67;0967  
San Agustín del Guadalix                    ;2020/04/24 07:00:00;19;142,01;55;411,09;1296  
Las Rozas de Madrid                         ;2020/04/24 07:00:00;143;149,25;652;680,49;1277  
Moraleja de Enmedio                         ;2020/04/24 07:00:00;;58,41;22;428,35;0894  
Valdaracete                                 ;2020/04/24 07:00:00;;0;;821,02;1551  
Pozuelo del Rey                             ;2020/04/24 07:00:00;;87,18;;174,37;1163  
Puebla de la Sierra                         ;2020/04/24 07:00:00;;0;;0;1185  
Perales de Tajuña                           ;2020/04/24 07:00:00;;0;7;238,5;1104  
